"","State","Region","Retail...recreation","Grocery...pharmacy","Parks","Transit.stations","Workplaces","Residential"
"2496","Texas","Williamson County",-49,-29,-14,-41,-43,14
"2497","Texas","Wilson County",-33,-55,-20,NA,-32,19
"2498","Texas","Winkler County",-29,-23,NA,75,-14,NA
"2499","Texas","Wise County",-27,-11,8,-16,-31,15
"2500","Texas","Wood County",-21,7,NA,NA,-28,12
"2501","Texas","Yoakum County",-39,-12,NA,NA,-30,NA
"2502","Texas","Young County",-18,-4,NA,NA,-28,NA
"2503","Texas","Zapata County",-42,-19,NA,NA,-44,NA
"2504","Texas","Zavala County",-49,-25,NA,NA,-31,NA
"2505","Utah","Total",-41,-14,26,-44,-40,10
"2506","Utah","Beaver County",-58,NA,NA,-26,-23,NA
"2507","Utah","Box Elder County",-28,-24,13,-5,-36,15
"2508","Utah","Cache County",-33,-3,66,-7,-39,10
"2509","Utah","Carbon County",-22,2,NA,NA,-30,NA
"2510","Utah","Davis County",-39,-1,48,-15,-41,10
"2511","Utah","Duchesne County",-25,1,NA,NA,-11,NA
"2512","Utah","Emery County",-45,6,NA,NA,-16,NA
"2513","Utah","Garfield County",NA,NA,13,NA,NA,NA
"2514","Utah","Grand County",-48,-1,-18,NA,-22,NA
"2515","Utah","Iron County",-43,-49,NA,-16,-38,16
"2516","Utah","Juab County",-32,-15,NA,-13,-23,NA
"2517","Utah","Kane County",-25,-6,21,NA,-33,NA
"2518","Utah","Millard County",-23,72,NA,NA,-14,NA
"2519","Utah","Morgan County",-31,-13,NA,NA,-42,NA
"2520","Utah","Salt Lake County",-46,-16,16,-62,-38,11
"2521","Utah","San Juan County",-21,60,-7,NA,-33,NA
"2522","Utah","Sanpete County",-4,0,NA,NA,-36,NA
"2523","Utah","Sevier County",-19,2,NA,-9,-25,NA
"2524","Utah","Summit County",-84,-65,-47,-59,-76,6
"2525","Utah","Tooele County",-22,-11,NA,-18,-30,11
"2526","Utah","Uintah County",-18,-4,-20,NA,-37,5
"2527","Utah","Utah County",-36,-11,54,13,-50,11
"2528","Utah","Wasatch County",-48,-30,-6,NA,-60,4
"2529","Utah","Washington County",-38,-10,-2,-22,-39,9
"2530","Utah","Weber County",-32,-17,76,-8,-31,8
"2531","Vermont","Total",-62,-42,-55,-71,-43,13
"2532","Vermont","Addison County",-55,-38,NA,NA,-35,6
"2533","Vermont","Bennington County",-62,-29,-23,NA,-40,8
"2534","Vermont","Caledonia County",-67,-44,NA,NA,-30,2
"2535","Vermont","Chittenden County",-61,-53,-50,-57,-46,14
"2536","Vermont","Essex County",NA,NA,NA,NA,-37,NA
"2537","Vermont","Franklin County",-52,-27,NA,NA,-28,22
"2538","Vermont","Grand Isle County",NA,NA,NA,-60,-49,NA
"2539","Vermont","Lamoille County",-79,-45,NA,-40,-58,NA
"2540","Vermont","Orange County",-73,-33,NA,-66,-31,1
"2541","Vermont","Orleans County",-52,-31,-46,NA,-32,0
"2542","Vermont","Rutland County",-59,-33,NA,-77,-47,21
"2543","Vermont","Washington County",-65,-45,NA,NA,-41,23
"2544","Vermont","Windham County",-76,-43,-38,NA,-47,15
"2545","Vermont","Windsor County",-67,-50,-63,-60,-49,22
"2546","Virginia","Total",-39,-16,46,-50,-36,11
"2547","Virginia","Accomack County",-30,-18,NA,NA,-26,13
"2548","Virginia","Albemarle County",-50,-30,36,-55,-47,23
"2549","Virginia","Alexandria",-54,-22,49,-58,-44,16
"2550","Virginia","Alleghany County",-32,NA,NA,-12,-23,NA
"2551","Virginia","Amelia County",-31,-18,NA,NA,-35,NA
"2552","Virginia","Amherst County",-9,-7,NA,NA,-23,8
"2553","Virginia","Appomattox County",-20,2,NA,NA,-30,NA
"2554","Virginia","Arlington County",-62,-32,8,-82,-50,16
"2555","Virginia","Augusta County",-39,-16,-22,52,-22,8
"2556","Virginia","Bath County",NA,NA,-70,NA,NA,NA
"2557","Virginia","Bedford County",-27,-8,NA,NA,-34,14
"2558","Virginia","Bland County",NA,NA,NA,-19,-32,NA
"2559","Virginia","Botetourt County",-59,-11,NA,-20,-44,14
"2560","Virginia","Bristol",-20,-12,NA,NA,-32,NA
"2561","Virginia","Brunswick County",-37,NA,NA,-50,-11,NA
"2562","Virginia","Buchanan County",-18,6,NA,NA,-29,NA
"2563","Virginia","Buckingham County",-7,-3,NA,NA,-22,NA
"2564","Virginia","Buena Vista",-31,-14,NA,NA,-38,NA
"2565","Virginia","Campbell County",-26,-13,NA,NA,-33,13
"2566","Virginia","Caroline County",-42,-20,-70,-37,-26,17
"2567","Virginia","Carroll County",-15,12,NA,-16,-19,4
"2568","Virginia","Charles City County",NA,NA,NA,NA,-34,NA
"2569","Virginia","Charlotte County",-20,20,NA,NA,-28,NA
"2570","Virginia","Charlottesville",-68,-30,-39,-58,-49,15
"2571","Virginia","Chesapeake",-35,-18,35,-18,-36,9
"2572","Virginia","Chesterfield County",-40,-21,27,-19,-39,10
"2573","Virginia","Clarke County",-43,-19,NA,NA,-36,NA
"2574","Virginia","Colonial Heights",-46,-26,NA,NA,-34,NA
"2575","Virginia","Covington",-27,-9,NA,NA,-26,NA
"2576","Virginia","Craig County",NA,NA,NA,NA,-24,NA
"2577","Virginia","Culpeper County",-33,-12,NA,NA,-28,16
"2578","Virginia","Cumberland County",-62,-24,NA,NA,-28,NA
"2579","Virginia","Danville",-35,-9,NA,-14,-35,11
"2580","Virginia","Dickenson County",-14,-11,NA,NA,-29,NA
"2581","Virginia","Dinwiddie County",35,-29,NA,NA,-24,14
"2582","Virginia","Emporia",-41,-6,NA,-20,-16,NA
"2583","Virginia","Essex County",-18,10,NA,NA,-28,NA
"2584","Virginia","Fairfax",-65,-40,-26,NA,-51,3
"2585","Virginia","Fairfax County",-49,-24,15,-46,-46,15
"2586","Virginia","Falls Church",-70,-39,NA,NA,-74,NA
"2587","Virginia","Fauquier County",-29,-34,NA,NA,-32,20
"2588","Virginia","Floyd County",-32,9,NA,NA,-29,NA
"2589","Virginia","Fluvanna County",-79,-31,NA,NA,-34,-1
"2590","Virginia","Franklin",-11,22,NA,-14,-25,NA
"2591","Virginia","Franklin County",-16,-7,NA,NA,-28,13
"2592","Virginia","Frederick County",-37,-26,-7,-33,-29,13
"2593","Virginia","Fredericksburg",-51,-29,10,-67,-39,0
"2594","Virginia","Galax",-26,15,NA,NA,-32,NA
"2595","Virginia","Giles County",-19,0,NA,NA,-16,NA
"2596","Virginia","Gloucester County",-27,12,NA,NA,-26,15
"2597","Virginia","Goochland County",-43,-22,NA,NA,-38,NA
"2598","Virginia","Grayson County",NA,NA,NA,NA,-18,NA
"2599","Virginia","Greene County",-18,-15,NA,NA,-33,NA
"2600","Virginia","Greensville County",NA,NA,NA,-24,-18,NA
"2601","Virginia","Halifax County",-24,-11,NA,NA,-28,12
"2602","Virginia","Hampton",-34,-6,117,-8,-32,10
"2603","Virginia","Hanover County",-37,-23,NA,-25,-38,20
"2604","Virginia","Harrisonburg",-51,-20,NA,-24,-36,16
"2605","Virginia","Henrico County",-42,-22,28,-71,-36,11
"2606","Virginia","Henry County",-17,-9,NA,NA,-28,11
"2607","Virginia","Hopewell",-31,-4,NA,NA,-29,11
"2608","Virginia","Isle of Wight County",-26,-11,NA,NA,-33,18
"2609","Virginia","James City County",-59,-2,-2,NA,-47,19
"2610","Virginia","King George County",-31,-37,NA,-28,-31,0
"2611","Virginia","King William County",-13,-7,NA,NA,-20,NA
"2612","Virginia","King and Queen County",NA,NA,NA,NA,-29,NA
"2613","Virginia","Lancaster County",-9,-2,NA,NA,-25,NA
"2614","Virginia","Lee County",-18,10,NA,NA,-13,NA
"2615","Virginia","Lexington",-61,-14,NA,NA,NA,NA
"2616","Virginia","Loudoun County",-50,-24,-11,-80,-44,15
"2617","Virginia","Louisa County",-22,-13,NA,NA,-32,17
"2618","Virginia","Lunenburg County",NA,-2,NA,NA,-29,NA
"2619","Virginia","Lynchburg",-45,-18,NA,-9,-35,9
"2620","Virginia","Madison County",-53,-34,NA,NA,-36,NA
"2621","Virginia","Manassas",-35,-16,NA,-41,-34,19
"2622","Virginia","Manassas Park",-49,-6,NA,NA,-33,NA
"2623","Virginia","Martinsville",-36,1,NA,NA,-35,NA
"2624","Virginia","Mathews County",-64,-2,NA,NA,-33,NA
"2625","Virginia","Mecklenburg County",-23,1,2,-26,-16,5
"2626","Virginia","Middlesex County",-44,12,NA,NA,-31,NA
"2627","Virginia","Montgomery County",-53,-18,NA,-26,-35,9
"2628","Virginia","Nelson County",-42,1,NA,NA,-38,NA
"2629","Virginia","New Kent County",-22,-5,NA,-40,-41,NA
"2630","Virginia","Newport News",-37,-10,55,-32,-31,9
"2631","Virginia","Norfolk",-36,-8,37,-56,-31,9
"2632","Virginia","Northampton County",-32,-22,NA,NA,-14,NA
"2633","Virginia","Northumberland County",-31,-18,NA,NA,-24,NA
"2634","Virginia","Norton",-29,NA,NA,NA,NA,NA
"2635","Virginia","Nottoway County",-30,38,NA,NA,-11,NA
"2636","Virginia","Orange County",-25,-15,NA,NA,-23,11
"2637","Virginia","Page County",-14,3,-17,NA,-33,NA
"2638","Virginia","Patrick County",-18,25,NA,NA,-17,NA
"2639","Virginia","Petersburg",-23,-9,NA,-20,-25,13
"2640","Virginia","Pittsylvania County",-15,-9,NA,NA,-31,12
"2641","Virginia","Poquoson",-16,-9,NA,NA,-44,NA
"2642","Virginia","Portsmouth",-20,-10,53,3,-34,9
"2643","Virginia","Powhatan County",-26,-28,NA,NA,-37,8
"2644","Virginia","Prince Edward County",-35,-19,NA,NA,-32,NA
"2645","Virginia","Prince George County",-29,-31,NA,-32,-28,17
"2646","Virginia","Prince William County",-45,-22,30,-27,-40,13
"2647","Virginia","Pulaski County",-13,1,NA,NA,-31,13
"2648","Virginia","Radford",-59,-11,NA,NA,-33,NA
"2649","Virginia","Rappahannock County",NA,NA,NA,NA,-28,NA
"2650","Virginia","Richmond",-47,-11,83,-19,-37,10
"2651","Virginia","Richmond County",-34,-25,NA,NA,-19,NA
"2652","Virginia","Roanoke",-44,-7,49,-43,-33,8
"2653","Virginia","Roanoke County",-29,-15,NA,NA,-40,10
"2654","Virginia","Rockbridge County",-28,NA,NA,-20,-27,NA
"2655","Virginia","Rockingham County",-29,-10,-7,-22,-27,9
"2656","Virginia","Russell County",-22,-14,NA,NA,-15,NA
"2657","Virginia","Salem",-33,-5,NA,NA,-30,-1
"2658","Virginia","Scott County",-18,-2,NA,NA,-26,NA
"2659","Virginia","Shenandoah County",-27,-10,NA,-22,-32,16
"2660","Virginia","Smyth County",-21,2,NA,NA,-14,4
"2661","Virginia","Southampton County",-27,4,NA,NA,-29,NA
"2662","Virginia","Spotsylvania County",-42,-17,NA,NA,-40,10
"2663","Virginia","Stafford County",-32,-29,99,NA,-40,12
"2664","Virginia","Staunton",-33,-15,NA,NA,-32,0
"2665","Virginia","Suffolk",-32,-7,-16,-9,-29,9
"2666","Virginia","Surry County",NA,NA,NA,NA,-36,NA
"2667","Virginia","Sussex County",-38,18,NA,-48,-17,NA
"2668","Virginia","Tazewell County",-22,6,NA,NA,-30,10
"2669","Virginia","Virginia Beach",-37,-13,38,-3,-36,9
"2670","Virginia","Warren County",-23,-11,NA,NA,-32,18
"2671","Virginia","Washington County",-42,-11,NA,-26,-24,11
"2672","Virginia","Waynesboro",-32,-12,NA,NA,-21,-1
"2673","Virginia","Westmoreland County",-32,20,NA,NA,-31,NA
"2674","Virginia","Williamsburg",-63,-41,NA,NA,-48,NA
"2675","Virginia","Winchester",-51,-16,-37,NA,-33,9
"2676","Virginia","Wise County",-11,4,NA,NA,-20,6
"2677","Virginia","Wythe County",-39,-17,NA,-4,-26,-2
"2678","Virginia","York County",-31,-20,31,NA,-43,23
"2679","Washington","Total",-48,-26,-11,-56,-41,13
"2680","Washington","Adams County",-31,4,NA,-31,-27,NA
"2681","Washington","Asotin County",-33,NA,NA,NA,-31,7
"2682","Washington","Benton County",-47,-23,3,-12,-39,10
"2683","Washington","Chelan County",-43,-20,-15,-27,-43,18
"2684","Washington","Clallam County",-42,-27,-20,-29,-35,18
"2685","Washington","Clark County",-46,-28,-3,-38,-41,13
"2686","Washington","Cowlitz County",-40,-20,-23,-34,-35,11
"2687","Washington","Douglas County",-53,-19,NA,-39,-40,17
"2688","Washington","Ferry County",NA,NA,NA,NA,-40,NA
"2689","Washington","Franklin County",-35,-15,-16,-59,-33,12
"2690","Washington","Grant County",-36,-8,10,-46,-29,8
"2691","Washington","Grays Harbor County",-40,-18,-16,-26,-37,14
"2692","Washington","Island County",-34,-25,-12,-53,-42,21
"2693","Washington","Jefferson County",-62,-31,-9,-58,-40,2
"2694","Washington","King County",-57,-30,0,-66,-47,15
"2695","Washington","Kitsap County",-45,-27,12,-62,-43,12
"2696","Washington","Kittitas County",-56,-32,-43,-22,-45,19
"2697","Washington","Klickitat County",-56,-3,NA,NA,-36,NA
"2698","Washington","Lewis County",-49,-21,-37,-32,-34,11
"2699","Washington","Lincoln County",NA,NA,NA,NA,-37,NA
"2700","Washington","Mason County",-28,-25,1,NA,-38,20
"2701","Washington","Okanogan County",-29,2,NA,NA,-37,9
"2702","Washington","Pacific County",-56,-24,-27,NA,-41,NA
"2703","Washington","Pend Oreille County",-67,-6,NA,NA,-41,NA
"2704","Washington","Pierce County",-46,-22,-17,-31,-39,12
"2705","Washington","San Juan County",-61,-32,NA,-43,-45,NA
"2706","Washington","Skagit County",-47,-25,0,-51,-42,12
"2707","Washington","Skamania County",-65,NA,-57,NA,-40,NA
"2708","Washington","Snohomish County",-47,-30,-2,-48,-45,14
"2709","Washington","Spokane County",-44,-20,9,-45,-38,11
"2710","Washington","Stevens County",-30,-7,0,NA,-33,16
"2711","Washington","Thurston County",-47,-28,-32,-36,-38,12
"2712","Washington","Walla Walla County",-42,-21,NA,-47,-40,18
"2713","Washington","Whatcom County",-57,-34,-11,-69,-44,13
"2714","Washington","Whitman County",-46,-25,NA,NA,-47,23
"2715","Washington","Yakima County",-36,-13,0,-21,-33,9
"2716","West Virginia","Total",-38,-16,52,-31,-33,8
"2717","West Virginia","Barbour County",-47,-9,NA,NA,-16,NA
"2718","West Virginia","Berkeley County",-35,-20,-9,-55,-32,9
"2719","West Virginia","Boone County",-40,-13,NA,NA,-20,NA
"2720","West Virginia","Braxton County",-31,NA,NA,-30,-38,NA
"2721","West Virginia","Brooke County",-31,-10,NA,NA,-24,NA
"2722","West Virginia","Cabell County",-47,-20,NA,-37,-34,9
"2723","West Virginia","Fayette County",-21,-9,NA,NA,-26,7
"2724","West Virginia","Grant County",-51,9,NA,NA,-25,NA
"2725","West Virginia","Greenbrier County",-40,-16,NA,NA,-41,0
"2726","West Virginia","Hampshire County",-26,-1,NA,NA,-20,NA
"2727","West Virginia","Hancock County",-37,-1,NA,NA,-32,10
"2728","West Virginia","Hardy County",-29,-13,NA,NA,-23,NA
"2729","West Virginia","Harrison County",-43,-18,-24,-47,-31,19
"2730","West Virginia","Jackson County",-33,-32,NA,-11,-33,NA
"2731","West Virginia","Jefferson County",-39,-39,17,NA,-43,20
"2732","West Virginia","Kanawha County",-44,-14,-2,-43,-33,8
"2733","West Virginia","Lewis County",-33,-7,NA,NA,-40,NA
"2734","West Virginia","Lincoln County",NA,NA,NA,NA,-39,NA
"2735","West Virginia","Logan County",-32,-16,NA,NA,-24,NA
"2736","West Virginia","Marion County",-38,-21,NA,NA,-34,20
"2737","West Virginia","Marshall County",-29,-18,NA,NA,-27,1
"2738","West Virginia","Mason County",-36,-8,NA,NA,-28,NA
"2739","West Virginia","McDowell County",NA,-13,NA,NA,-18,NA
"2740","West Virginia","Mercer County",-44,-16,-36,-30,-35,15
"2741","West Virginia","Mineral County",-28,-4,NA,NA,-24,-2
"2742","West Virginia","Mingo County",-63,NA,NA,NA,-37,NA
"2743","West Virginia","Monongalia County",-48,-23,60,-35,-44,25
"2744","West Virginia","Monroe County",NA,NA,NA,NA,-32,NA
"2745","West Virginia","Morgan County",-38,-19,NA,NA,-34,NA
"2746","West Virginia","Nicholas County",-28,-12,NA,NA,-30,NA
"2747","West Virginia","Ohio County",-40,11,-34,-19,-38,16
"2748","West Virginia","Pleasants County",-50,NA,NA,NA,-40,NA
"2749","West Virginia","Pocahontas County",-74,NA,4,NA,-55,NA
"2750","West Virginia","Preston County",-36,-5,NA,NA,-25,NA
"2751","West Virginia","Putnam County",-33,-16,NA,-9,-41,21
"2752","West Virginia","Raleigh County",-42,-24,NA,-35,-37,15
"2753","West Virginia","Randolph County",-27,-9,NA,NA,-17,NA
"2754","West Virginia","Ritchie County",-49,NA,NA,NA,-45,NA
"2755","West Virginia","Roane County",-25,NA,NA,NA,-42,NA
"2756","West Virginia","Summers County",4,NA,NA,NA,-39,NA
"2757","West Virginia","Taylor County",-13,-32,NA,NA,-41,NA
"2758","West Virginia","Tucker County",NA,-14,NA,NA,-37,NA
"2759","West Virginia","Tyler County",NA,NA,NA,NA,-29,NA
"2760","West Virginia","Upshur County",-28,-24,NA,NA,-25,NA
"2761","West Virginia","Wayne County",-1,-10,NA,NA,-28,0
"2762","West Virginia","Webster County",NA,NA,NA,NA,-38,NA
"2763","West Virginia","Wetzel County",-39,-15,NA,NA,-31,NA
"2764","West Virginia","Wood County",-40,-12,-21,NA,-31,9
"2765","West Virginia","Wyoming County",-66,NA,NA,NA,-32,NA
"2766","Wisconsin","Total",-55,-30,-12,-50,-34,13
"2767","Wisconsin","Adams County",-62,-16,NA,NA,-36,NA
"2768","Wisconsin","Ashland County",-54,-44,NA,NA,-37,NA
"2769","Wisconsin","Barron County",-47,-38,NA,NA,-31,17
"2770","Wisconsin","Bayfield County",-69,-33,NA,NA,-37,NA
"2771","Wisconsin","Brown County",-56,-31,-26,-77,-31,13
"2772","Wisconsin","Buffalo County",-74,-12,NA,NA,-26,NA
"2773","Wisconsin","Burnett County",-62,-24,NA,NA,-34,NA
"2774","Wisconsin","Calumet County",-71,-29,193,NA,-33,25
"2775","Wisconsin","Chippewa County",-52,-34,NA,NA,-28,19
"2776","Wisconsin","Clark County",-79,-29,NA,NA,-25,16
"2777","Wisconsin","Columbia County",-54,-29,NA,-37,-31,21
"2778","Wisconsin","Crawford County",-44,-26,NA,NA,-19,NA
"2779","Wisconsin","Dane County",-68,-38,-25,-67,-43,15
"2780","Wisconsin","Dodge County",-48,-32,-9,NA,-21,13
"2781","Wisconsin","Door County",-54,-28,NA,NA,-33,-2
"2782","Wisconsin","Douglas County",-54,-40,NA,NA,-33,20
"2783","Wisconsin","Dunn County",-49,-35,NA,-14,-32,19
"2784","Wisconsin","Eau Claire County",-59,-35,-22,-36,-32,14
"2785","Wisconsin","Florence County",-73,NA,NA,NA,NA,NA
"2786","Wisconsin","Fond du Lac County",-54,-36,-13,-21,-31,12
"2787","Wisconsin","Forest County",-84,NA,NA,NA,-40,NA
"2788","Wisconsin","Grant County",-47,-24,NA,NA,-27,19
"2789","Wisconsin","Green County",-53,-22,NA,NA,-31,22
"2790","Wisconsin","Green Lake County",-36,-22,NA,NA,-25,NA
"2791","Wisconsin","Iowa County",-54,-44,NA,NA,-35,2
"2792","Wisconsin","Iron County",-86,NA,NA,NA,-42,NA
"2793","Wisconsin","Jackson County",-50,-19,NA,-12,-38,NA
"2794","Wisconsin","Jefferson County",-52,-28,-11,-62,-30,14
"2795","Wisconsin","Juneau County",-64,-33,NA,-29,-32,13
"2796","Wisconsin","Kenosha County",-61,-33,-23,-56,-34,12
"2797","Wisconsin","Kewaunee County",-57,-17,NA,NA,-23,NA
"2798","Wisconsin","La Crosse County",-56,-28,-4,-38,-35,13
"2799","Wisconsin","Lafayette County",-85,-7,NA,NA,-22,NA
"2800","Wisconsin","Langlade County",-46,-30,NA,NA,-24,NA
"2801","Wisconsin","Lincoln County",-50,-36,NA,NA,-32,13
"2802","Wisconsin","Manitowoc County",-51,-19,11,NA,-21,15
"2803","Wisconsin","Marathon County",-54,-32,-50,NA,-32,13
"2804","Wisconsin","Marinette County",-49,-25,-15,NA,-25,15
"2805","Wisconsin","Marquette County",-65,-25,NA,NA,-27,NA
"2806","Wisconsin","Milwaukee County",-55,-28,-9,-57,-38,13
"2807","Wisconsin","Monroe County",-46,-33,NA,-17,-26,19
"2808","Wisconsin","Oconto County",-69,-22,-58,NA,-25,16
"2809","Wisconsin","Oneida County",-54,-47,-50,NA,-32,17
"2810","Wisconsin","Outagamie County",-61,-35,-41,-62,-33,13
"2811","Wisconsin","Ozaukee County",-59,-35,11,NA,-37,27
"2812","Wisconsin","Pepin County",-64,NA,NA,NA,-29,NA
"2813","Wisconsin","Pierce County",-73,-21,NA,NA,-35,23
"2814","Wisconsin","Polk County",-43,-26,-33,NA,-33,21
"2815","Wisconsin","Portage County",-52,-34,-18,NA,-38,22
"2816","Wisconsin","Price County",-67,-31,NA,NA,-33,NA
"2817","Wisconsin","Racine County",-52,-28,-11,-37,-32,12
"2818","Wisconsin","Richland County",-44,NA,NA,NA,-25,NA
"2819","Wisconsin","Rock County",-52,-30,-15,-36,-34,11
"2820","Wisconsin","Rusk County",-49,-39,NA,NA,-25,NA
"2821","Wisconsin","Sauk County",-66,-29,-30,-50,-48,22
"2822","Wisconsin","Sawyer County",-45,-37,NA,NA,-43,NA
"2823","Wisconsin","Shawano County",-48,-35,NA,NA,-33,19
"2824","Wisconsin","Sheboygan County",-47,-28,4,-23,-26,11
"2825","Wisconsin","St. Croix County",-53,-35,-21,-39,-34,24
"2826","Wisconsin","Taylor County",-50,-21,NA,NA,-2,NA
"2827","Wisconsin","Trempealeau County",-59,-28,NA,NA,-26,15
"2828","Wisconsin","Vernon County",-54,-28,NA,NA,-35,4
"2829","Wisconsin","Vilas County",-83,-28,-46,NA,-51,NA
"2830","Wisconsin","Walworth County",-49,-28,-33,NA,-39,12
"2831","Wisconsin","Washburn County",-37,-59,NA,NA,-39,NA
"2832","Wisconsin","Washington County",-49,-29,-22,-31,-36,13
"2833","Wisconsin","Waukesha County",-58,-35,-23,-44,-40,14
"2834","Wisconsin","Waupaca County",-50,-26,-25,NA,-24,19
"2835","Wisconsin","Waushara County",-56,-1,NA,NA,-35,4
"2836","Wisconsin","Winnebago County",-54,-32,-11,-41,-32,13
"2837","Wisconsin","Wood County",-43,-31,NA,NA,-31,15
"2838","Wyoming","Total",-37,-13,29,-14,-29,8
"2839","Wyoming","Albany County",-42,-27,-4,1,-29,16
"2840","Wyoming","Big Horn County",-35,-7,NA,NA,-29,NA
"2841","Wyoming","Campbell County",-32,-2,NA,-7,-22,17
"2842","Wyoming","Carbon County",-30,-14,NA,-15,-35,NA
"2843","Wyoming","Converse County",-42,-3,NA,-35,-22,NA
"2844","Wyoming","Crook County",NA,NA,NA,NA,-38,NA
"2845","Wyoming","Fremont County",-31,-17,NA,NA,-27,15
"2846","Wyoming","Goshen County",-24,-17,NA,NA,-26,NA
"2847","Wyoming","Hot Springs County",-67,-22,-56,NA,NA,NA
"2848","Wyoming","Johnson County",-38,-2,NA,NA,-30,NA
"2849","Wyoming","Laramie County",-39,-20,26,-16,-28,10
"2850","Wyoming","Lincoln County",-30,-5,NA,NA,-35,NA
"2851","Wyoming","Natrona County",-36,-8,64,-29,-29,9
"2852","Wyoming","Park County",-35,10,NA,NA,-31,5
"2853","Wyoming","Platte County",-35,-5,NA,-43,-31,NA
"2854","Wyoming","Sheridan County",-34,7,NA,NA,-26,13
"2855","Wyoming","Sublette County",-70,-24,NA,NA,-36,NA
"2856","Wyoming","Sweetwater County",-33,-9,NA,6,-22,15
"2857","Wyoming","Teton County",-83,-50,-57,-80,-70,NA
"2858","Wyoming","Uinta County",-29,2,NA,1,-18,NA
"2859","Wyoming","Washakie County",-17,-7,NA,NA,-32,NA
"2860","Wyoming","Weston County",-57,-24,NA,NA,-34,NA
